AAEL000001	bystin
AAEL008138	ABC transporter
AAEL008139	conserved hypothetical protein
AAEL008140	ATP-dependent RNA helicase
AAEL008141	period circadian protein
AAEL008142	hypothetical protein
AAEL008143	Cytosolic Fe-S cluster assembly factor NUBP2 homolog 
AAEL008144	AMP dependent ligase
AAEL008145	conserved hypothetical protein
AAEL008146	zinc transporter
AAEL008147	PAF acetylhydrolase 45 kDa subunit, putative
AAEL008148	8-oxoguanine DNA glycosylase
AAEL008149	conserved hypothetical protein
AAEL008150	hypothetical protein
AAEL008151	conserved hypothetical protein
AAEL008152	short-chain dehydrogenase
AAEL008153	conserved hypothetical protein
AAEL008154	hypothetical protein
AAEL008155	protease m1 zinc metalloprotease
AAEL008156	conserved hypothetical protein
AAEL008157	conserved hypothetical protein
AAEL008158	protease m1 zinc metalloprotease
AAEL008159	short-chain dehydrogenase
AAEL008160	fatty acid synthase
AAEL008161	abnormal oocyte, putative
AAEL008162	protease m1 zinc metalloprotease
AAEL008163	protease m1 zinc metalloprotease
AAEL008164	conserved hypothetical protein
AAEL008165	conserved hypothetical protein
AAEL008166	malate dehydrogenase
AAEL008167	aspartate ammonia lyase
AAEL008168	hypothetical protein
AAEL008169	40S ribosomal protein S12
AAEL008170	conserved hypothetical protein
AAEL008171	double-stranded RNA-binding protein zn72d
AAEL008172	conserved hypothetical protein
AAEL008173	conserved hypothetical protein
AAEL008174	conserved hypothetical protein
AAEL008175	mitochondrial ribosomal protein, L44, putative
AAEL008176	conserved hypothetical protein
AAEL008177	conserved hypothetical protein
AAEL008178	DNA replication licensing factor MCM1
AAEL008179	RAS homologue enriched in brain (RHEB)
AAEL008180	conserved hypothetical protein
AAEL008181	alpha6-fucosyltransferase, putative
AAEL008182	conserved hypothetical protein
AAEL008183	t complex protein
AAEL008184	conserved hypothetical protein
AAEL008185	conserved hypothetical protein
AAEL008186	conserved hypothetical protein
AAEL008187	hypothetical protein
AAEL008188	60S ribosomal protein L6
AAEL008189	conserved hypothetical protein
AAEL008190	bhlh factor math6 (atoh8 protein) (bhlh transcription factor)
AAEL008191	predicted protein
AAEL008192	40S ribosomal protein S3
AAEL008193	hypothetical protein
AAEL008194	protein phosphatase 2a, regulatory subunit
AAEL008195	conserved hypothetical protein
AAEL008196	serine collagenase 1 precursor, putative
AAEL008197	serine collagenase 1 precursor, putative
AAEL008198	EGF repeat molecule, putative
AAEL008199	serine collagenase 1 precursor, putative
AAEL008200	conserved hypothetical protein
AAEL008201	serine collagenase 1 precursor, putative
AAEL008202	serine-type enodpeptidase,
AAEL008203	serine collagenase 1 precursor, putative
AAEL008204	hypothetical protein
AAEL008205	conserved hypothetical protein
AAEL008206	serine-type enodpeptidase,
AAEL008207	serine protease
AAEL008208	serine protease
AAEL008209	hypothetical protein
AAEL008210	hypothetical protein
AAEL008211	mitochondrial carrier protein
AAEL008212	serine collagenase 1 precursor, putative
AAEL008213	mitochondrial carrier protein
AAEL008214	trypsin, putative
AAEL008215	serine-type enodpeptidase,
AAEL008216	aconitase
AAEL008217	serine-type enodpeptidase,
AAEL008218	serine-type enodpeptidase,
AAEL008219	elongase, putative
AAEL008220	conserved hypothetical protein
AAEL008221	serine protease
AAEL008222	lipase
AAEL008223	conserved hypothetical protein
AAEL008224	hypothetical protein
AAEL008225	short-chain dehydrogenase
AAEL008226	hypothetical protein
AAEL008227	short-chain dehydrogenase
AAEL008228	small nuclear ribonucleoprotein, core, putative
AAEL008229	conserved hypothetical protein
AAEL008230	hypothetical protein
AAEL008231	conserved hypothetical protein
AAEL008232	sugar transporter
AAEL008233	conserved hypothetical protein
AAEL008234	dishevelled
AAEL008235	surfeit locus protein
AAEL008236	sidestep protein
AAEL008237	conserved hypothetical protein
AAEL008238	conserved hypothetical protein
AAEL008239	conserved hypothetical protein
AAEL008240	conserved hypothetical protein
AAEL008241	conserved hypothetical protein
AAEL008242	hook protein
AAEL008243	conserved hypothetical protein
AAEL008244	thyroid hormone receptor-associated protein
AAEL008245	metalloproteinase, putative
AAEL008246	phospholipase c epsilon
AAEL008247	DNA polymerase alpha catalytic subunit
AAEL008248	conserved hypothetical protein
AAEL008249	conserved hypothetical protein
AAEL008250	conserved hypothetical protein
AAEL008251	larval cuticle protein, putative
AAEL008252	n-acetylgalactosaminyltransferase
AAEL008253	hypothetical protein
AAEL008254	metalloproteinase, putative
AAEL008255	mbp-1 interacting protein-2a
AAEL008256	cyclin A3, putative
AAEL008257	heterogeneous nuclear ribonucleoprotein 27c
AAEL008258	threonine aspartase
AAEL008259	conserved hypothetical protein
AAEL008260	hypothetical protein
AAEL008261	hypothetical protein
AAEL008262	ppa (fragment)
AAEL008263	conserved hypothetical protein
AAEL008264	conserved hypothetical protein
AAEL008265	rab6-interacting protein 2/elks/erc/cast
AAEL008266	hypothetical protein
AAEL008267	GPCR Neurokinin/Tachykinin Family
AAEL008268	conserved hypothetical protein
AAEL008269	conserved hypothetical protein
AAEL008270	rab6-interacting protein 2/elks/erc/cast
AAEL008271	SEC14, putative
AAEL008272	conserved hypothetical protein
AAEL008273	conserved hypothetical protein
AAEL008274	conserved hypothetical protein
AAEL008275	conserved hypothetical protein
AAEL008276	hypothetical protein
AAEL008277	WNT3 precursor, putative
AAEL008278	conserved hypothetical protein
AAEL008279	conserved hypothetical protein
AAEL008280	hypothetical protein
AAEL008281	conserved hypothetical protein
AAEL008282	GPCR Neurokinin/Tachykinin Family
AAEL008283	conserved hypothetical protein
AAEL008284	pupal cuticle protein 78E, putative
AAEL008285	pupal cuticle protein, putative
AAEL008286	conserved hypothetical protein
AAEL008287	GPCR Diuretic Insect Hormone/Kinin/CRF Family
AAEL008288	pupal cuticle protein 78E, putative
AAEL008289	pupal cuticle protein 78E, putative
AAEL008290	conserved hypothetical protein
AAEL008291	conserved hypothetical protein
AAEL008292	GPCR Diuretic Insect Hormone/Kinin/CRF Family
AAEL008293	pupal cuticle protein 78E, putative
AAEL008294	pupal cuticle protein 78E, putative
AAEL008295	pupal cuticle protein 78E, putative
AAEL008296	neuropeptide y receptor (npy-r) (pr4 receptor)
AAEL008297	sodium channel protein para
AAEL008298	hypothetical protein
AAEL008299	C-Type lectin (CTL).
AAEL008300	conserved hypothetical protein
AAEL008301	eph receptor tyrosine kinase
AAEL008302	glutamine-dependent NAD(+) synthetase
AAEL008303	calponin/transgelin
AAEL008304	hypothetical protein
AAEL008305	conserved hypothetical protein
AAEL008306	mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
AAEL008307	conserved hypothetical protein
AAEL008308	conserved hypothetical protein
AAEL008309	V-1 protein, putative
AAEL008310	hypothetical protein
AAEL008311	mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
AAEL008312	hypothetical protein
AAEL008313	hypothetical protein
AAEL008314	cadherin, putative
AAEL008315	calponin/transgelin
AAEL008316	mitotic spindle assembly checkpoint protein mad2
AAEL008317	conserved hypothetical protein
AAEL008318	cadherin, putative
AAEL008319	protein disulfide isomerase
AAEL008320	conserved hypothetical protein
AAEL008321	conserved hypothetical protein
AAEL008322	GPCR Frizzled/Smoothened Family
AAEL008323	conserved hypothetical protein
AAEL008324	zinc finger protein
AAEL008325	conserved hypothetical protein
AAEL008326	hypothetical protein
AAEL008327	huntingtin-interacting protein, putative
AAEL008328	conserved hypothetical protein
AAEL008329	60S ribosomal protein L24
AAEL008330	hexaprenyldihydroxybenzoate methyltransferase
AAEL008331	conserved hypothetical protein
AAEL008332	conserved hypothetical protein
AAEL008333	hypothetical protein
AAEL008334	hypothetical protein
AAEL008335	hypothetical protein
AAEL008336	snail protein, putative
AAEL008337	T-box transcription factor tbx20
AAEL008338	ion channel nompc
AAEL008339	T-box transcription factor tbx20
AAEL008340	cell adhesion molecule
AAEL008341	adenosylhomocysteinase
AAEL008342	monocarboxylate transporter
AAEL008343	hypothetical protein
AAEL008344	hypothetical protein
AAEL008345	cytochrome P450
AAEL008346	achaete-scute complex protein T3, putative
AAEL008347	monocarboxylate transporter
AAEL008348	conserved hypothetical protein
AAEL008349	conserved hypothetical protein
AAEL008350	conserved hypothetical protein
AAEL008351	POSSIBLE INTEGRAL MEMBRANE EFFLUX PROTEIN EFPA, putative
AAEL008352	hypothetical protein
AAEL008353	ribosomal protein L28, putative
AAEL008354	gaba receptor invertebrate
AAEL008355	hypothetical protein
AAEL008356	hypothetical protein
AAEL008357	conserved hypothetical protein
AAEL008358	ablim
AAEL008359	hypothetical protein
AAEL008360	GPCR Serotonin Family
AAEL008361	hypothetical protein
AAEL008362	sulfatase-1, sulf-1
AAEL008363	transcription initiation factor TFIID subunit 12
AAEL008364	serine protease inhibitor (serpin), likely cleavage at S/S.
AAEL008365	conserved hypothetical protein
AAEL008366	pyruvate dehydrogenase
AAEL008367	fk506-binding protein
AAEL008368	odorant receptor
AAEL008369	acyl phosphatase, putative
AAEL008370	ClassB Scavenger Receptor (CD36 domain).
AAEL008371	neurofibromin
AAEL008372	sulfatase-1, sulf-1
AAEL008373	dipeptidyl-peptidase
AAEL008374	E3 ubiquitin-protein ligase nedd-4
AAEL008375	conserved hypothetical protein
AAEL008376	hypothetical protein
AAEL008377	hypothetical protein
AAEL008378	preproacrosin, putative
AAEL008379	P38 mapk
AAEL008380	hypothetical protein
AAEL008381	oligopeptide transporter
AAEL008382	conserved hypothetical protein
AAEL008383	hypothetical protein
AAEL008384	ATP-binding cassette sub-family A member 3, putative
AAEL008385	histone H2A, putative
AAEL008386	ATP-binding cassette sub-family A member 3, putative
AAEL008387	atrial natriuretic peptide receptor
AAEL008388	ATP-binding cassette sub-family A member 3, putative
AAEL008389	ankyrin repeat-rich membrane-spanning protein
AAEL008390	guanylate cyclase
AAEL008391	ptx1 protein
AAEL008392	conserved hypothetical protein
AAEL008393	phosphatidylserine synthase
AAEL008394	conserved hypothetical protein
AAEL008395	hypothetical protein
AAEL008396	oligopeptide transporter
AAEL008397	glutathione peroxidase
AAEL008398	conserved hypothetical protein
AAEL008399	hypothetical protein
AAEL008400	hypothetical protein
AAEL008401	conserved hypothetical protein
AAEL008402	conserved hypothetical protein
AAEL008403	conserved hypothetical protein
AAEL008404	Clip-domain serine protease, family A.
AAEL008405	hypothetical protein
AAEL008406	cationic amino acid transporter
AAEL008407	V-1 protein, putative
AAEL008408	conserved hypothetical protein
AAEL008409	p15-2a protein, putative
AAEL008410	helix-loop-helix transcription factor
AAEL008411	serine collagenase 1 precursor, putative
AAEL008412	mitochondrial import inner membrane translocase subunit tim44
AAEL008413	serine/threonine protein kinase
AAEL008414	hypothetical protein
AAEL008415	hypothetical protein
AAEL008416	pre-mRNA processing factor
AAEL008417	conserved hypothetical protein
AAEL008418	pyrroline-5-carboxylate reductase
AAEL008419	conserved hypothetical protein
AAEL008420	hypothetical protein
AAEL008421	cadherin
AAEL008422	conserved hypothetical protein
AAEL008423	conserved hypothetical protein
AAEL008424	sodium/chloride dependent amino acid transporter
AAEL008425	conserved hypothetical protein
AAEL008426	broad-complex core-protein
AAEL008427	smad nuclear interacting protein
AAEL008428	conserved hypothetical protein
AAEL008429	RP58 protein, putative
AAEL008430	conserved hypothetical protein
AAEL008431	kinase anchor protein
AAEL008432	high-affinity choline transporter
AAEL008433	hypothetical protein
AAEL008434	ER lumen protein retaining receptor
AAEL008435	hypothetical protein
AAEL008436	conserved hypothetical protein
AAEL008437	tuftelin interacting protein
AAEL008438	hypothetical protein
AAEL008439	conserved hypothetical protein
AAEL008440	conserved hypothetical protein
AAEL008441	hypothetical protein
AAEL008442	odorant receptor
AAEL008443	conserved hypothetical protein
AAEL008444	conserved hypothetical protein
AAEL008445	tuftelin interacting protein
AAEL008446	hypothetical protein
AAEL008447	conserved hypothetical protein
AAEL008448	odorant receptor
AAEL008449	conserved hypothetical protein
AAEL008450	conserved hypothetical protein
AAEL008451	alpha-amylase
AAEL008452	alpha-amylase
AAEL008453	hypothetical protein
AAEL008454	conserved hypothetical protein
AAEL008455	conserved hypothetical protein
AAEL008456	alpha-amylase
AAEL008457	hypothetical protein
AAEL008458	conserved hypothetical protein
AAEL008459	conserved hypothetical protein
AAEL008460	hypothetical protein
AAEL008461	surfeit locus protein
AAEL008462	apl5 protein (spac144.06 protein)
AAEL008463	DEAD box ATP-dependent RNA helicase
AAEL008464	hypothetical protein
AAEL008465	gamma-tubulin complex component 3 (gcp-3)
AAEL008466	homeobox protein b
AAEL008467	cysteine synthase
AAEL008468	cysteine synthase
AAEL008469	conserved hypothetical protein
AAEL008470	hypothetical protein
AAEL008471	hypothetical protein
AAEL008472	glycerol kinase
AAEL008473	cysteine-rich venom protein, putative
AAEL008474	glycerol kinase
AAEL008475	conserved hypothetical protein
AAEL008476	conserved hypothetical protein
AAEL008477	hypothetical protein
AAEL008478	conserved hypothetical protein
AAEL008479	hypothetical protein
AAEL008480	hypothetical protein
AAEL008481	60S ribosomal protein L18 
AAEL008482	hypothetical protein
AAEL008483	dopamine beta hydroxylase
AAEL008484	steroid receptor-interacting snf2 domain protein
AAEL008485	conserved hypothetical protein
AAEL008486	protein kinase C inhibitor, putative
AAEL008487	latisemin, putative
AAEL008488	cysteine-rich secretory protein-2, putative
AAEL008489	calcyphosine/tpp
AAEL008490	NADH dehydrogenase, putative
AAEL008491	conserved hypothetical protein
AAEL008492	conserved hypothetical protein
AAEL008493	zinc finger protein
AAEL008494	mitochondrial carrier protein ymc
AAEL008495	conserved hypothetical protein
AAEL008496	conserved hypothetical protein
AAEL008497	conserved hypothetical protein
AAEL008498	cohesin-subunit, putative
AAEL008499	rabkinesin-6
AAEL008500	DEAD box ATP-dependent RNA helicase
AAEL008501	hypothetical protein
AAEL008502	hypothetical protein
AAEL008503	hypothetical protein
AAEL008504	hypothetical protein
AAEL008505	conserved hypothetical protein
AAEL008506	stromal antigen
AAEL008507	srpk
AAEL008508	translin
AAEL008509	alanyl-tRNA synthetase
AAEL008510	sphingosine kinase a, b
AAEL008511	hypothetical protein
AAEL008512	d-amino acid oxidase
AAEL008513	hypothetical protein
AAEL008514	ubiquitin conjugating enzyme E2, putative
AAEL008515	ubiquitin conjugating enzyme 7 interacting protein
AAEL008516	RNA-binding protein, putative
AAEL008517	elongation factor tu (ef-tu)
AAEL008518	conserved hypothetical protein
AAEL008519	DNA replication factor Cdt1
AAEL008520	hypothetical protein
AAEL008521	conserved hypothetical protein
AAEL008522	conserved hypothetical protein
AAEL008523	hypothetical protein
AAEL008524	conserved hypothetical protein
AAEL008525	conserved hypothetical protein
AAEL008526	conserved hypothetical protein
AAEL008527	zinc metalloprotease
AAEL008528	protein tyrosine phosphatase n11 (shp2)
AAEL008529	conserved hypothetical protein
AAEL008530	conserved hypothetical protein
AAEL008531	conserved hypothetical protein
AAEL008533	conserved hypothetical protein
AAEL008534	predicted protein
AAEL008535	conserved hypothetical protein
